name,latitude,longitude,Type of Hospital,Services,Number of Beds
HEARTLANDHEALTH,1.28967,103.85007,"public, non-profit","general services, neurology, radiology, gastroenterology, pathology",4241
HEARTLANDHEALTH,1.3505812,103.7229812,profit,"general services, obstetrics, gastroenterology, pathology, urology, neurology, radiology",4595
HEARTLANDHEALTH,1.37278,103.83028,public,general services,8489
HEARTLANDHEALTH,1.3440568,103.7588797,private,"general services, neurology, urology, gastroenterology",923
HEARTLANDHEALTH,1.3536551,103.7035082,"private, public","general services, gastroenterology, urology, radiology",3386
HEARTLANDHEALTH,1.3628913,103.8542944,"public, profit","general services, pathology, obstetrics, urology, neurology, cardiology, gastroenterology, radiology",4013
FULLERTON HEALTH @ UBS,1.2774185,103.8194098,non-profit,"general services, cardiology, pathology, neurology, obstetrics, gastroenterology, radiology",8753
HEARTLANDHEALTH,1.2772037,103.8196554,non-profit,"general services, urology",3219
HILL SPRING MEDICAL,1.28032,103.8261816,non-profit,"general services, neurology",2448
HISEMAINN MEDICAL CLINIC (BUKIT BATOK),1.3329912,103.9382518,private,"general services, neurology, obstetrics, urology, cardiology, radiology, pathology, gastroenterology",1209
HISEMAINN MEDICAL CLINIC (JURONG WEST),1.3700803,103.8495228,profit,"general services, gastroenterology",6233
HK FAMILY CLINIC & SURGERY PTE LTD,1.37972,103.76472,"private, public",general services,2918
HL CLINIC PTE LTD,1.2890578,103.8275194,public,"general services, pathology, radiology, gastroenterology, cardiology, obstetrics",3340
HL DERMAHEALTH AESTHETIC CLINIC PTE LTD,1.3394398,103.7053332,public,"general services, radiology, cardiology, neurology, obstetrics, pathology, urology",5737
HL FAMILY CLINIC & SURGERY PTE LTD,1.3501161,103.7499592,"public, non-profit","general services, neurology, gastroenterology, obstetrics, pathology, urology",3894
"HL FAMILY CLINIC & 
SURGERY(BEDOK) PTE LTD",1.3476119,103.7571273,non-profit,"general services, radiology, cardiology, pathology, gastroenterology",3323
"HMI ONECARE CLINIC 
ALJUNIED MRT",1.28967,103.85007,public,"general services, urology, pathology",8150
HMI ONECARE CLINIC ANG MO KIO,1.3773064,103.7671888,private,general services,8408
HMI ONECARE CLINIC BANGKIT,1.28967,103.85007,profit,"general services, gastroenterology, cardiology, obstetrics",5996
HMI ONECARE CLINIC BEO CRESCENT,1.4487455,103.8324847,"private, profit","general services, obstetrics",6858
HMI ONECARE CLINIC BOON LAY,1.28967,103.85007,non-profit,"general services, obstetrics, pathology, urology, cardiology, neurology",2719
HMI ONECARE CLINIC BUKIT BATOK,1.28967,103.85007,public,"general services, urology, obstetrics, neurology",1843
HMI ONECARE CLINIC BUKIT BATOK EAST,1.3195395,103.7641388,profit,"general services, pathology, urology, cardiology",3480
HMI ONECARE CLINIC BUKIT BATOK WEST,1.28967,103.85007,non-profit,"general services, pathology",5336
HMI ONECARE CLINIC BUKIT PANJANG BUS INTERCHANGE,1.3550461,103.8900342,"non-profit, public","general services, neurology, cardiology, urology",8581
HMI ONECARE CLINIC BUKIT PANJANG SEGAR,1.28967,103.85007,non-profit,"general services, neurology",599
"HMI ONECARE CLINIC 
CANBERRA",1.3394964,103.705254,"profit, private",general services,6356
HMI ONECARE CLINIC CHOA CHU KANG,1.3492935,103.7193399,public,"general services, cardiology, radiology, urology",4085
GREAT HEALTH MEDICAL CLINIC,1.3778545,103.7494678,"private, non-profit","general services, radiology, urology, neurology, obstetrics, pathology",8872
"HMI ONECARE CLINIC 
CLEMENTI",1.3670929,103.9647716,"public, private","general services, gastroenterology, cardiology, neurology, radiology, pathology",2416
"HMI ONECARE CLINIC 
FERNVALE",1.28967,103.85007,"private, non-profit","general services, radiology, obstetrics",6795
"HMI ONECARE CLINIC 
HOUGANG AVE 1",1.28967,103.85007,"public, non-profit",general services,8164
"HMI ONECARE CLINIC 
HOUGANG AVE 8",1.4032155,103.8952482,"non-profit, profit",general services,4218
HMI ONECARE CLINIC JURONG POINT,1.2847415,103.8510968,"non-profit, profit","general services, radiology, obstetrics, cardiology, pathology, gastroenterology, neurology",334
HMI ONECARE CLINIC JURONG WEST,1.28967,103.85007,non-profit,"general services, gastroenterology, neurology, pathology, cardiology, radiology",8908
HMI ONECARE CLINIC KEAT HONG LRT,1.28967,103.85007,public,"general services, urology, neurology, cardiology",5226
HMI ONECARE CLINIC LOYANG,1.3702553,103.8720445,"private, non-profit","general services, gastroenterology, urology, radiology, obstetrics, neurology, pathology",3634
HMI ONECARE CLINIC NOVENA,1.28967,103.85007,"non-profit, profit","general services, neurology, radiology, gastroenterology, cardiology, obstetrics",2683
"HMI ONECARE CLINIC 
PUNGGOL PLAZA",1.28967,103.85007,private,"general services, gastroenterology, radiology, neurology, obstetrics",4779
"HMI ONECARE CLINIC 
PUNGGOL SUMANG",1.28967,103.85007,non-profit,"general services, radiology, obstetrics, pathology, gastroenterology, neurology, urology, cardiology",3741
HMI ONECARE CLINIC RAFFLES PLACE,1.3302382,103.9013066,private,"general services, radiology, gastroenterology, cardiology, neurology",1688
HMI ONECARE CLINIC SENJA 642,1.4336189,103.7799353,non-profit,"general services, gastroenterology, pathology, neurology, radiology, cardiology",5305
HMI ONECARE CLINIC SENJA 643,1.43333,103.83111,non-profit,"general services, radiology, obstetrics, urology, cardiology, neurology",4246
"HMI ONECARE CLINIC 
SERANGOON NORTH",1.3146366,103.7715939,"profit, non-profit","general services, gastroenterology, obstetrics, neurology, cardiology, radiology, pathology",506
"HMI ONECARE CLINIC 
TAMPINES",1.3289583,103.8863144,profit,"general services, obstetrics, gastroenterology, urology, pathology",1207
"HMI ONECARE CLINIC 
TAMPINES MRT",1.28967,103.85007,"public, private","general services, radiology, neurology, cardiology, pathology, gastroenterology, urology, obstetrics",2608
HMI ONECARE CLINIC TIONG BAHRU,1.28032,103.8261816,"non-profit, profit","general services, radiology, gastroenterology, pathology",1424
HMI ONECARE CLINIC UBI,1.28967,103.85007,"profit, private","general services, gastroenterology, obstetrics",3858
"HMI ONECARE CLINIC 
WOODLANDS",1.4427399,103.7905373,public,"general services, radiology",4367
HMI ONECARE CLINIC YISHUN,1.3711728,103.894518,private,"general services, obstetrics",2621
HO MEDICAL CENTRE PTE LTD,1.3751487,103.8828083,"private, non-profit","general services, urology, cardiology, radiology",5028
HEALTHCARE UNITED,1.28967,103.85007,"public, non-profit","general services, urology, obstetrics, cardiology, neurology, pathology, radiology, gastroenterology",4546
HO TONG CLINIC,1.28967,103.85007,non-profit,"general services, gastroenterology, radiology, pathology, obstetrics, neurology, cardiology",8074
HOLISTIC CARE FAMILY CLINIC,1.3700803,103.8495228,"public, profit",general services,6595
HONG ASSOCIATES CLINIC,1.3608299,103.9532244,public,"general services, neurology, obstetrics",5827
HONG'S CLINIC PEOPLE'S PARK CENTRE,1.2873594,103.8438571,"public, non-profit","general services, urology, obstetrics, gastroenterology, pathology, radiology, cardiology",2000
HOPE FAMILY CLINIC AND SURGERY,1.3454394,103.7194569,private,"general services, pathology, cardiology, obstetrics, neurology",3569
HOUGANG CENTRAL MEDICAL CLINIC,1.3360424,103.9124911,public,"general services, obstetrics",2875
HOUGANG FAMILY MEDICINE CLINIC,1.28967,103.85007,"profit, non-profit","general services, gastroenterology, pathology, radiology, urology, neurology, obstetrics, cardiology",5028
HUA MEI CLINIC,1.28967,103.85007,non-profit,"general services, obstetrics, neurology, urology, cardiology",3091
"HUA MEI CLINIC, WHAMPOA",1.3192665,103.8640231,"profit, public","general services, obstetrics, urology, cardiology, gastroenterology, neurology, pathology",829
HUI CLINIC + SURGERY,1.4181729,103.8428787,profit,"general services, obstetrics, radiology",224
HWANG & LIANG FAMILY CLINIC & SURGERY,1.3695023,103.8730613,profit,"general services, neurology",1500
ICARE MEDICAL CENTRE,1.422888,103.8523081,"private, non-profit",general services,2591
ICON MEDICAL CLINIC,1.3603619,103.762857,non-profit,"general services, urology, cardiology, gastroenterology, neurology, radiology, pathology",5865
ICONCARE MEDICAL CLINIC,1.28967,103.85007,"profit, public","general services, obstetrics, radiology",6484
IDOC CLINIC,1.359357,103.8864027,private,general services,6508
IDOC CLINIC (HONG KAH) PTE LTD,1.4324961,103.7923565,"profit, non-profit","general services, radiology, urology, pathology, neurology, cardiology, gastroenterology",3339
I-HEALTH MEDICAL CLINIC,1.28967,103.85007,private,"general services, pathology, cardiology, radiology, urology, neurology, gastroenterology",7879
I-HEALTH MEDICAL CLINIC (CHONG PANG),1.3527815,103.9544326,private,"general services, neurology",5011
I-HEALTH MEDICAL CLINIC (SERANGOON NORTH),1.28967,103.85007,public,"general services, radiology, obstetrics, neurology, gastroenterology",5548
I-HEALTH MEDICAL CLINIC (YISHUN),1.399037,103.8899278,private,"general services, cardiology, gastroenterology, neurology, radiology, pathology",6040
"INSPIRE MEDICAL CLINIC 
(JALAN BATU)",1.3361558,103.934964,"public, profit","general services, urology, cardiology, gastroenterology",2458
INTEGRATED WELLNESS CLINIC,1.35274,103.7398401,public,general services,8770
INTEMEDICAL (KOVAN),1.3977796,103.8811718,"public, non-profit","general services, obstetrics, neurology, radiology",4065
HEALTHWAY MEDICAL,1.3742637,103.7426804,"non-profit, profit","general services, pathology",2626
INTEMEDICAL POTONG PASIR,1.3918936,103.871457,"public, profit","general services, radiology, gastroenterology, cardiology, neurology",130
INTEMEDICAL TAMPINES,1.3862282,103.8930781,non-profit,"general services, cardiology",8260
INTEMEDICAL TECK GHEE,1.28967,103.85007,private,"general services, cardiology, gastroenterology, neurology",2047
"ISLAND FAMILY CLINIC 
(ANCHORVALE)",1.28967,103.85007,"private, public","general services, pathology, neurology, urology, obstetrics, gastroenterology, radiology",5692
ISLAND FAMILY CLINIC (BEDOK),1.4559453,103.8151627,private,"general services, cardiology, radiology, gastroenterology, urology, neurology",2640
ISLAND FAMILY CLINIC (BUKIT BATOK),1.3073193,103.8602118,public,"general services, gastroenterology, obstetrics, radiology, pathology, cardiology, urology",3545
"ISLAND FAMILY CLINIC 
(FERNVALE)",1.4427399,103.7905373,public,"general services, obstetrics, neurology, gastroenterology, radiology",8786
ISLAND FAMILY CLINIC (KEAT HONG),1.3630401,103.8885051,"non-profit, profit","general services, obstetrics, pathology",2724
"ISLAND FAMILY CLINIC 
(SELETAR)",1.28967,103.85007,private,"general services, urology, cardiology, gastroenterology",2858
"ISLAND FAMILY CLINIC 
(SENGKANG)",1.422888,103.8523081,"non-profit, profit","general services, gastroenterology, neurology, cardiology, pathology, urology, radiology, obstetrics",334
ISLAND MEDICAL CLINIC,1.3371143,103.9199923,"non-profit, private","general services, urology, obstetrics",6423
JADE MEDICAL CLINIC PTE LTD,1.3375584,103.9220014,public,"general services, urology, pathology, cardiology, radiology, gastroenterology",3137
JANE & LEE SEMBAWANG FAMILY CLINIC,1.3670929,103.9647716,profit,"general services, obstetrics, gastroenterology",5208
JAPAN CLINIC AND SURGERY,1.28967,103.85007,non-profit,general services,3471
JIREH FAMILY CLINIC,1.3326127,103.9143786,profit,"general services, obstetrics, urology",4958
"JOASH FAMILY CLINIC & 
SURGERY",1.2844628,103.851882,"profit, private","general services, radiology, urology, cardiology, gastroenterology",1199
"JO-LIN FAMILY CLINIC & 
SURGERY",1.3586385,103.9377437,"profit, private",general services,6390
JOY CLINIC AND SURGERY,1.28722,103.80833,public,"general services, pathology, urology, gastroenterology, neurology, cardiology, obstetrics",5693
JOY FAMILY CLINIC,1.28967,103.85007,profit,"general services, neurology, gastroenterology",5236
JOYHEALTH MEDICAL CLINIC,1.28967,103.85007,"public, private","general services, obstetrics, gastroenterology, cardiology, radiology",8866
JUBILEE FAMILY PHYSICIANS,1.28967,103.85007,"non-profit, profit","general services, urology, obstetrics, neurology, gastroenterology",6581
JUSTCARE MEDICAL,1.3208177,103.8700151,public,"general services, cardiology, pathology, neurology, radiology, gastroenterology, obstetrics",2101
K L TAY CLINIC & SURGERY,1.29868,103.85367,"private, profit","general services, radiology, gastroenterology, pathology, urology",7836
K N CHIN & ASSOCIATES PTE LTD,1.2857711,103.8266235,profit,"general services, urology",3865
HEALTHWAY MEDICAL,1.28967,103.85007,private,"general services, pathology, obstetrics, neurology, cardiology, radiology, urology",2236
HEALTHWAY MEDICAL,1.28967,103.85007,"private, profit","general services, radiology, urology",7770
K N CHIN & ASSOCIATES PTE LTD,1.28967,103.85007,non-profit,"general services, pathology, radiology, cardiology, urology, neurology, obstetrics, gastroenterology",7918
K. B. TAN CLINIC & LASER SURGERY,1.400018,103.9190784,private,"general services, cardiology, gastroenterology, pathology, urology, neurology",7270
KAI MEDICAL CLINIC,1.28967,103.85007,"public, private","general services, radiology, urology, gastroenterology, obstetrics, cardiology, neurology",3029
KALLANG BAHRU FAMILY CLINIC PTE. LTD.,1.2774185,103.8194098,"profit, private","general services, pathology, cardiology, radiology, urology, obstetrics, gastroenterology",5814
KANG AN CLINIC PTE LTD,1.3802356,103.8412851,public,"general services, obstetrics, neurology",8801
KAO & TAN FAMILY MEDICAL CENTRE & SURGERY,1.3234055,103.9411683,"non-profit, private","general services, cardiology, pathology, obstetrics, radiology",5588
KARRI FAMILY CLINIC,1.3627031,103.8947219,"public, private","general services, gastroenterology, neurology, obstetrics",5689
KEAT HONG FAMILY MEDICINE CLINIC,1.332013,103.923692,"non-profit, private","general services, urology",8531
KENNETH LOO FAMILY CLINIC,1.3700803,103.8495228,"profit, private","general services, gastroenterology, pathology",6624
KENNETH TAN MEDICAL CLINIC,1.2974274,103.8381466,public,"general services, obstetrics, neurology",4992
KENT RIDGE CLINIC,1.28967,103.85007,profit,"general services, gastroenterology, urology, neurology, cardiology, obstetrics",2090
KEPPEL MEDICAL GROUP,1.3392686,103.9420822,private,"general services, urology, neurology, obstetrics, radiology, pathology, cardiology, gastroenterology",8539
KEYSTONE CLINIC & SURGERY,1.4248212,103.8350704,profit,"general services, gastroenterology, pathology, neurology",3552
KEYSTONE CLINIC & SURGERY,1.3412261,103.8462721,"public, non-profit","general services, gastroenterology, urology, obstetrics, pathology, neurology, cardiology, radiology",5070
KEYSTONE FAMILY CLINIC,1.3918936,103.871457,non-profit,"general services, radiology, obstetrics, pathology, gastroenterology, urology",4135
KHO CLINIC,1.314779,103.872213,private,"general services, urology, gastroenterology, obstetrics, cardiology, neurology, radiology, pathology",6447
KI MEDICAL CLINIC,1.354146,103.8701938,public,general services,3491
KILLINEY MEDICAL CLINIC,1.3077946,103.8847861,non-profit,"general services, gastroenterology, pathology, cardiology, radiology, neurology, urology",2028
"KINDRED FAMILY CLINIC 
(KALLANG BAHRU)",1.2887852,103.8144028,non-profit,general services,7578
"KINDRED FAMILY CLINIC 
(TAMPINES)",1.28967,103.85007,"non-profit, profit",general services,8074
"KINDRED FAMILY CLINIC 
(YISHUN)",1.3452586,103.7188924,"non-profit, profit","general services, pathology",8600
KINGSWAY MEDICAL CLINIC,1.3210349,103.7669293,"non-profit, private","general services, pathology, urology, radiology, neurology, obstetrics",2176
KINGSWAY MEDICAL CLINIC,1.3125082,103.7649253,"private, profit","general services, radiology",2946
KO FAMILY CLINIC,1.3612763,103.7512561,"non-profit, public","general services, obstetrics",6480
"KOH'S T & T CLINIC AND 
SURGERY PTE. LTD.",1.3245324,103.8879688,"private, non-profit","general services, cardiology, obstetrics, radiology, urology, neurology, gastroenterology",5904
HEALTHWISE MEDICAL CLINIC & SURGERY,1.3291889,103.9373558,"profit, public","general services, neurology, pathology, urology, radiology, cardiology, obstetrics",1454
"L & H POLYCLINIC AND 
SURGERY",1.28967,103.85007,"profit, public","general services, obstetrics, neurology, cardiology",2676
L & L FAMILY MEDICINE CLINIC,1.2892428,103.8155442,profit,"general services, radiology, obstetrics, urology, pathology, cardiology",3332
LAKESIDE FAMILY MEDICINE CLINIC,1.3510536,103.9338367,private,general services,8391
"LAN MEDICAL CLINIC & 
SURGERY",1.28967,103.85007,"private, profit","general services, radiology, gastroenterology, urology, obstetrics, cardiology, neurology",8572
LC CLINIC MEDICAL SURGERY AESTHETICS,1.28967,103.85007,non-profit,"general services, urology",3231
LEE & KOH FAMILY CLINIC,1.3537138,103.8906559,"public, non-profit","general services, urology, pathology",8265
LEE & TAN FAMILY CLINIC AND SURGERY,1.3288868,103.8871709,"private, non-profit","general services, obstetrics, neurology, cardiology, urology, radiology",6908
LEE CLINIC,1.348447,103.849103,profit,"general services, obstetrics",1997
LEE FAMILY CLINIC PTE. LTD.,1.3758007,103.7648563,profit,"general services, neurology, obstetrics, pathology",3849
LEONG CLINIC,1.28967,103.85007,private,"general services, gastroenterology, cardiology, pathology",923
LER CLINIC & SURGERY,1.39946,103.90634,public,"general services, pathology, cardiology, urology, radiology, obstetrics",4858
LIANG CLINIC,1.41672,103.83451,"private, profit","general services, radiology, urology, obstetrics, gastroenterology, neurology",2378
LIFECARE FAMILY CLINIC,1.3705542,103.9573384,profit,"general services, obstetrics, gastroenterology",8991
LIFECARE FAMILY CLINIC & SURGERY,1.3249188,103.9329989,non-profit,general services,914
LIFECARE MEDICAL CENTRE,1.3705542,103.9573384,"profit, public","general services, cardiology, neurology, pathology, gastroenterology, urology, radiology, obstetrics",29
LIFELINE BISHAN MEDICAL CLINIC,1.37972,103.76472,non-profit,"general services, urology, cardiology, pathology, neurology, gastroenterology, obstetrics, radiology",2695
LIFELINE BUKIT PANJANG MEDICAL CLINIC,1.31697,103.8438,non-profit,"general services, cardiology, neurology, obstetrics, gastroenterology",118
LIFELINE MEDICAL GROUP,1.3700803,103.8495228,"profit, non-profit","general services, cardiology, radiology, gastroenterology, neurology, obstetrics",1094
LIFELINE PUNGGOL MEDICAL CLINIC PTE LTD,1.3188624,103.9109896,non-profit,"general services, cardiology, pathology, obstetrics, radiology",2672
"LIFELINE YISHUN RING 
MEDICAL CLINIC",1.3258283,103.923042,non-profit,"general services, cardiology, radiology",3062
LIFE-LINK CLINIC & SURGERY,1.28967,103.85007,profit,"general services, gastroenterology",7538
LIFEPLUS MEDICAL GROUP (BEDOK),1.3587805,103.8868519,public,"general services, obstetrics, pathology, cardiology, gastroenterology, radiology",3713
LILY AW PASIR RIS FAMILY CLINIC & SURGERY,1.4266401,103.8373078,profit,"general services, radiology, urology, cardiology, neurology, obstetrics, gastroenterology",3231
HMI ONECARE CLINIC BANGKIT,1.3463778,103.9396179,private,"general services, radiology",3849
LILY NEO CLINIC PTE LTD,1.28967,103.85007,non-profit,"general services, neurology, cardiology, gastroenterology",42
LIM CLINIC,1.3520481,103.8845867,"non-profit, profit","general services, pathology, cardiology, neurology, obstetrics, gastroenterology, radiology, urology",7845
LIM CLINIC,1.3498597,103.7252886,"non-profit, profit","general services, urology, radiology",5617
LIM CLINIC & SURGERY,1.3550461,103.8900342,profit,"general services, pathology, radiology, gastroenterology, neurology, obstetrics",3523
LIM CLINIC & SURGERY,1.3215587,103.8692392,"public, non-profit",general services,7122
LIM COUNTRY CLINIC,1.3336933,103.9270731,profit,"general services, obstetrics, gastroenterology, urology, radiology, pathology",6013
"LION HEALTH CLINIC & 
SURGERY (YISHUN)",1.3140774,103.8871011,"private, profit","general services, neurology, obstetrics",8368
LITTLE CROSS FAMILY CLINIC PTE LTD,1.3077017,103.8503915,profit,"general services, pathology, obstetrics, neurology, urology, radiology",6673
LIVEWELL MEDICAL FAMILY CLINIC,1.3278588,103.8852438,profit,"general services, radiology",5044
LO & LEE CLINIC & SURGERY,1.3347198,103.8523027,"private, profit","general services, cardiology, radiology, gastroenterology, pathology",3547
LOI+WONG CLINIC & SURGERY,1.28967,103.85007,"public, profit","general services, cardiology, neurology, pathology",8044
"LONDON (MH) CLINIC & 
SURGERY",1.28967,103.85007,"private, profit","general services, obstetrics, urology, gastroenterology, cardiology",1025
LOW MEDICAL CLINIC,1.2833253,103.8310155,"profit, private","general services, gastroenterology, cardiology, pathology",2580
LUSUMU FAMILY CLINIC,1.305812,103.9147678,"private, profit","general services, obstetrics, pathology, gastroenterology, radiology",5519
M LAM CLINIC,1.3062798,103.9152737,private,"general services, gastroenterology, radiology, obstetrics, pathology, urology, cardiology, neurology",3573
M MEDICAL CLINIC,1.4378404,103.7821937,non-profit,"general services, radiology, neurology, pathology, urology",94
MACPHERSON MEDICAL CLINIC,1.3430609,103.7381428,"non-profit, private","general services, radiology, neurology",8924
MAKE-WELL FAMILY CLINIC & SURGERY,1.28967,103.85007,"profit, private","general services, neurology, pathology, cardiology",3499
MANADR CLINIC,1.3075848,103.793476,"private, public","general services, gastroenterology, obstetrics",5584
MANHATTAN MEDICAL CENTRE,1.28967,103.85007,"non-profit, profit","general services, gastroenterology, neurology, radiology, urology, obstetrics, pathology, cardiology",6437
MARINA MEDICAL CENTRE (TIONG BAHRU),1.28967,103.85007,profit,"general services, obstetrics, radiology, gastroenterology, pathology, cardiology",4686
MARINE PARADE CLINIC,1.4381597,103.7746843,"non-profit, public","general services, pathology, gastroenterology, urology, radiology, neurology, cardiology, obstetrics",4697
MARINE TERRACE FAMILY CLINIC,1.2885695,103.8396267,private,"general services, gastroenterology",1188
MARTIN MEDICAL CENTRE,1.4032155,103.8952482,"private, profit","general services, gastroenterology, cardiology, obstetrics, pathology, neurology, urology, radiology",4865
MARY MEDICAL CLINIC AND SURGERY,1.3679325,103.8970415,"private, profit","general services, cardiology, urology",5542
MARYMOUNT FAMILY CLINIC,1.28967,103.85007,profit,general services,8629
"MAY MEDICAL CLINIC & 
SURGERY PTE LTD",1.3667005,103.9258495,"public, private","general services, neurology, gastroenterology, obstetrics",3462
HMI ONECARE CLINIC TIONG BAHRU,1.3423585,103.7395536,private,"general services, urology, neurology, obstetrics",2767
MBS-ALLIANCE IN-HOUSE CLINIC,1.3013776,103.9065973,profit,"general services, obstetrics, urology, gastroenterology, radiology, pathology",3155
MD FAMILY CLINIC,1.3675608,103.8664928,"public, private",general services,2021
MEDI CLINIC,1.3614764,103.9536028,private,"general services, neurology, gastroenterology",4926
MEDI HEALTHCARE CLINIC (PUNGGOL),1.329663,103.9023403,"profit, public","general services, pathology, neurology, obstetrics, radiology, urology, gastroenterology, cardiology",6557
MEDICA CLINIC,1.37491,103.8969113,public,"general services, cardiology, gastroenterology, urology",5596
"MEDICAL CENTRE @ 
COMMONWEALTH",1.28967,103.85007,"profit, public","general services, urology, radiology, cardiology",8488
MEDICARE ASSOCIATES,1.3967926,103.8892265,"non-profit, private","general services, neurology, radiology, gastroenterology, urology, cardiology",4646
MEDICO CLINIC & SURGERY,1.334045,103.8444235,"public, non-profit","general services, obstetrics, pathology, gastroenterology",6118
MEDILINE WEI MIN CLINIC,1.3744808,103.8866167,"public, non-profit","general services, radiology, gastroenterology",2962
MEDILINE WEI MIN CLINIC,1.28967,103.85007,public,"general services, urology, obstetrics, pathology, gastroenterology, neurology",1416
MEDINA MEDICAL CENTRE,1.3679146,103.8514987,public,"general services, radiology, gastroenterology, pathology, obstetrics, cardiology, urology",6740
MEDIPLUS CLINIC & SURGERY,1.292699,103.8028642,"profit, non-profit","general services, radiology",4690
MEDIPOINT MEDICAL CENTRE (PONGGOL BRANCH),1.3683872,103.895939,"profit, non-profit","general services, urology, gastroenterology, radiology, neurology, obstetrics",2807
MEDIVALE MEDICAL CLINIC,1.28967,103.85007,non-profit,"general services, neurology",8916
MEDIVENE CLINIC & SURGERY,1.2786226,103.8444622,private,"general services, pathology, gastroenterology, cardiology, radiology, urology, neurology",1146
"MEDIVIEW CLINIC AND 
SURGERY",1.28967,103.85007,non-profit,"general services, radiology, neurology, cardiology, gastroenterology, obstetrics",2869
MEDLIFE CLINIC & SURGERY,1.4333931,103.765018,private,"general services, cardiology, gastroenterology, pathology, radiology, obstetrics, neurology",3327
MEDSTAR MEDICAL CLINIC & SURGERY,1.3394964,103.705254,non-profit,general services,7080
MEENARA CLINIC,1.3694347,103.848334,non-profit,"general services, gastroenterology, radiology, urology, cardiology, pathology, obstetrics, neurology",8945
MEI LING CLINIC,1.359357,103.8864027,"private, public","general services, cardiology, gastroenterology, urology",1007
MERIDIAN MEDICAL AND DENTAL CENTRE,1.28967,103.85007,private,"general services, pathology, gastroenterology, cardiology",2504
MERIDIAN MEDICAL CENTRE,1.3394398,103.7053332,non-profit,"general services, radiology, urology, cardiology, pathology, gastroenterology, neurology",8900
MHC MEDICAL CENTRE,1.28967,103.85007,non-profit,"general services, obstetrics, radiology, pathology, cardiology, urology",2704
MILLENNIUM MEDICAL GROUP,1.28967,103.85007,"public, profit","general services, pathology, neurology, urology, radiology",7093
MILLENNIUM MEDICAL GROUP,1.28967,103.85007,"profit, private",general services,4600
"MINMED 24-HR CLINIC 
(JURONG WEST)",1.28967,103.85007,public,"general services, radiology, cardiology, neurology, urology",5363
MINMED CLINIC (ANG MO KIO),1.3093892,103.8977646,"public, private","general services, neurology, gastroenterology, radiology, cardiology, pathology, obstetrics",1798
INTEMEDICAL (KOVAN),1.31194,103.79333,"non-profit, private","general services, neurology, pathology, urology, obstetrics, gastroenterology, radiology",4042
MINMED CLINIC (BEDOK),1.28967,103.85007,"non-profit, public","general services, obstetrics, gastroenterology, neurology, radiology, pathology, cardiology",598
MINMED CLINIC (BOON LAY),1.28967,103.85007,private,"general services, pathology, urology, gastroenterology, cardiology",32
MINMED CLINIC (BUANGKOK),1.3026361,103.9044719,profit,"general services, gastroenterology, neurology, radiology, pathology, obstetrics, cardiology",1196
MINMED CLINIC (CHINATOWN),1.28967,103.85007,"public, private","general services, urology",8258
MINMED CLINIC (CLEMENTI),1.28967,103.85007,"non-profit, private","general services, urology, radiology, gastroenterology",5328
MINMED CLINIC (FARRER PARK),1.3724964,103.9497434,"public, private","general services, gastroenterology, pathology, radiology, obstetrics",2897
MINMED CLINIC (HAIG ROAD),1.28967,103.85007,"profit, private","general services, urology, gastroenterology",1489
MINMED CLINIC (HOLLAND VILLAGE),1.4064265,103.9020102,"public, private","general services, obstetrics, gastroenterology",7387
MINMED CLINIC (JURONG EAST),1.28967,103.85007,public,"general services, obstetrics, radiology, cardiology, neurology, gastroenterology, urology",1116
MINMED CLINIC (MARINA BAY),1.28967,103.85007,"profit, public","general services, neurology, urology, obstetrics, cardiology",6781
MINMED CLINIC (MARINE PARADE),1.28967,103.85007,profit,"general services, cardiology, gastroenterology, pathology, radiology, urology, neurology",5732
MINMED CLINIC (NOVENA),1.28967,103.85007,profit,general services,233
MINMED CLINIC (ORCHARD),1.3670929,103.9647716,private,general services,6305
MINMED CLINIC (PASIR RIS),1.28967,103.85007,non-profit,"general services, radiology, urology, cardiology, neurology",7030
MINMED CLINIC (PAYA LEBAR),1.28967,103.85007,non-profit,"general services, radiology, urology, obstetrics",3287
MINMED CLINIC (PUNGGOL),1.28967,103.85007,"profit, public","general services, radiology",4318
MINMED CLINIC (REDHILL),1.3652584,103.7519707,"profit, public","general services, cardiology, obstetrics, gastroenterology, pathology, neurology",1870
MINMED CLINIC (RIVER VALLEY),1.3520554,103.8608148,"public, private","general services, cardiology, gastroenterology, radiology, pathology",1981
MINMED CLINIC (SENGKANG),1.3725971,103.8988127,private,"general services, radiology, gastroenterology, cardiology, urology, obstetrics, pathology, neurology",1355
MINMED CLINIC (WOODLANDS),1.4266292,103.8428674,"private, public","general services, pathology, obstetrics, cardiology, urology, radiology, neurology",7292
MINMED CLINIC (YISHUN RING),1.3914121,103.8905859,"public, profit","general services, obstetrics",3370
JUBILEE FAMILY PHYSICIANS,1.3857377,103.8973015,public,"general services, cardiology, radiology",4332
MINMED CLINIC (YISHUN),1.3967194,103.9085329,"private, public","general services, gastroenterology, obstetrics, cardiology, neurology, urology, pathology, radiology",8793
MINMED HEALTH SCREENERS,1.28967,103.85007,public,"general services, neurology, radiology, cardiology, obstetrics, urology, pathology",2101
MINT MEDICAL CENTRE,1.4336794,103.7652997,profit,"general services, cardiology, urology, obstetrics, gastroenterology, radiology, pathology, neurology",5002
"MISSION (BUKIT BATOK) 
MEDICAL CLINIC",1.28967,103.85007,"profit, non-profit",general services,775
